Employee_number,Employee_name,Employee_age,Maritial_Status,Current_Salary,Number_of_Children,years_experience,past_projects,current_projects,Divorced_earlier,Father_alive,Mother_alive,performance_rating,Education_level,Department,Role,Job_Satisfaction,Work_Life_Balance,is_outlier
31254,Daniel Smith,25,True,45830,0,0,6,1,No,Yes,Yes,5,Bachelor's,Support,Support Engineer,4.193245604791733,10.0,0
31255,Sophia Gupta,30,True,30000,3,0,11,2,Yes,Yes,No,3,Bachelor's,HR,HR Manager,7.290501046460399,6.351715627236336,0
31256,Kiran Thompson,41,False,63860,0,12,14,1,No,Yes,No,3,Master's,HR,HR Executive,8.747941410585803,7.893464685709135,0
31257,Emily Singh,27,False,44295,3,5,3,1,Yes,Yes,Yes,1,Master's,Sales,Account Executive,9.410123807536184,5.114236999418392,0
31258,Sarah Thomas,30,False,64954,1,0,9,3,No,Yes,Yes,4,Master's,Support,Support Engineer,8.23576100619335,1.411642157626455,0
31259,Linda Miller,18,True,115896,0,0,11,1,No,Yes,Yes,3,Bachelor's,Engineering,DevOps Engineer,10.0,7.3318537170021845,0
31260,Karen Brown,37,False,110078,0,5,1,0,Yes,Yes,Yes,4,Bachelor's,Sales,Sales Manager,10.0,5.784042601275377,0
31261,Rohit Patel,42,False,36428,2,0,7,0,No,Yes,Yes,1,PhD,HR,HR Manager,10.0,4.366226518680126,0
31262,Sophia Iyer,18,False,30000,0,0,9,2,No,Yes,Yes,2,Diploma,HR,HR Manager,6.359804657255152,10.0,0
31263,Aisha Anderson,23,True,34916,3,0,6,2,Yes,Yes,No,3,Bachelor's,Finance,Senior Analyst,7.924129680387093,5.986218987437156,0
31264,Luke Sharma,21,False,50014,1,0,2,2,Yes,Yes,Yes,2,High School,Support,Customer Specialist,10.0,6.583955990667084,1
31265,Karen Johnson,32,False,56167,3,8,2,0,Yes,Yes,Yes,4,Bachelor's,Finance,Analyst,4.134543385784846,1.8704000009974582,0
31266,Nina Brown,39,True,126097,0,0,5,3,No,Yes,Yes,3,Bachelor's,Engineering,DevOps Engineer,8.983395137404521,5.61912319600622,0
31267,Kiran Singh,24,True,47824,0,0,10,3,No,Yes,Yes,3,Master's,Engineering,DevOps Engineer,10.0,4.604987564263972,0
31268,Karen Taylor,42,False,58114,1,9,1,2,No,No,Yes,3,Bachelor's,R&D,Scientist,6.300041322207986,6.190935757587685,0
31269,John Smith,28,False,30668,0,0,7,0,No,Yes,Yes,2,High School,Sales,Account Executive,3.882622939798703,6.9133175220564205,0
31270,Linda Gupta,21,True,68312,3,0,13,3,Yes,Yes,Yes,1,Bachelor's,Finance,Analyst,10.0,5.24441311586633,0
31271,Michael Johnson,36,True,77465,0,14,10,2,No,No,Yes,3,Master's,R&D,Researcher,10.0,2.612694347308749,0
31272,David Thomas,33,False,87718,2,10,10,0,No,Yes,Yes,4,Diploma,Finance,Analyst,10.0,5.8677559636451635,0
31273,David Thomas,18,False,37375,1,0,9,1,Yes,Yes,Yes,5,Bachelor's,HR,HR Executive,9.3159192195034,8.71122733997354,0
31274,Daniel Thompson,25,False,30000,1,0,5,3,Yes,Yes,Yes,3,Bachelor's,R&D,Researcher,1.9522447471256745,1.704902199162432,0
31275,Arun Thomas,44,True,97100,0,11,2,2,No,Yes,Yes,4,Bachelor's,R&D,Researcher,5.978748791018202,1.545598471876012,0
31276,John Sharma,39,True,49967,3,14,6,3,No,Yes,Yes,3,High School,Engineering,DevOps Engineer,3.8690289566645255,5.043342638315188,0
31277,Karen Wilson,46,True,33554,0,17,6,2,Yes,Yes,Yes,3,Bachelor's,Support,Customer Specialist,1.534589272119283,3.5020828331484606,0
31278,Karen Brown,27,True,61565,1,0,12,1,No,Yes,Yes,1,Master's,Operations,Ops Manager,9.171088241100758,2.870185389523443,0
31279,Karen Brown,50,True,49815,1,26,7,3,No,Yes,Yes,4,Bachelor's,Support,Support Engineer,10.0,2.028419250151984,0
31280,Karen Brown,38,True,45795,1,4,4,2,No,Yes,No,2,Bachelor's,Support,Support Engineer,7.512641029141964,7.148440498567461,0
31281,Aisha Lewis,20,True,56401,0,0,9,1,No,Yes,Yes,1,Master's,Engineering,DevOps Engineer,9.257495473125578,1.6531925310595073,0
31282,Sophia Iyer,24,True,101349,3,0,12,0,Yes,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,5.090032252148743,3.9893983558735604,0
31283,Aisha Gupta,29,True,88432,3,2,5,3,No,Yes,Yes,4,Bachelor's,Engineering,Software Engineer,5.72288663998642,2.2184989299064712,0
31284,Vikram Walker,55,False,30000,0,28,6,1,Yes,No,Yes,5,Master's,R&D,Researcher,2.769981636295383,2.9276604101183032,0
31285,John Thomas,30,True,44358,2,0,7,2,No,Yes,Yes,2,Diploma,Finance,Senior Analyst,1.923091013951522,6.913286628722162,0
31286,Arun Miller,25,False,72900,3,2,9,0,No,No,Yes,3,Bachelor's,Sales,Account Executive,9.360129264799795,2.8664040735770357,0
31287,Leo Thomas,26,True,35947,0,0,4,0,No,No,Yes,5,Bachelor's,Engineering,Software Engineer,5.900321978227806,10.0,0
31288,Vikram Walker,52,True,37315,0,27,1,0,No,Yes,Yes,4,High School,Operations,Ops Manager,5.209933404060788,1.0550986039029455,0
31289,Aisha Anderson,40,True,128532,0,8,6,1,No,Yes,Yes,5,High School,Operations,Ops Manager,10.0,1.0,0
31290,Nina Patel,39,True,58176,2,1,6,1,No,Yes,Yes,3,Bachelor's,Operations,Operations Coordinator,5.8300233429390556,2.527158241971794,0
31291,Aisha Walker,36,True,41280,1,4,4,0,No,Yes,No,3,Diploma,R&D,Scientist,10.0,4.787395692017845,0
31292,Priya Williams,23,True,82196,3,2,11,1,No,Yes,Yes,3,Diploma,Support,Support Engineer,10.0,3.4327456048597096,0
31293,Priya Anderson,45,True,30000,0,22,9,3,No,Yes,No,1,Bachelor's,Support,Customer Specialist,6.1252054916573915,1.7749124115230428,0
31294,Nina Miller,43,True,62068,3,22,4,1,No,Yes,No,4,Diploma,Sales,Account Executive,3.355357923343676,7.400190192012516,0
31295,Rohit Singh,22,True,73015,1,0,2,3,No,Yes,Yes,5,Bachelor's,Support,Support Engineer,4.00121031424861,8.153155706404966,0
31296,Arun Miller,30,True,35312,1,0,7,3,No,Yes,Yes,3,Diploma,HR,HR Manager,2.6036304646770985,3.2101328531493962,0
31297,Kiran Kumar,39,False,35924,0,13,0,0,No,Yes,Yes,3,Bachelor's,R&D,Researcher,3.4516503392181095,5.8498769850341485,0
31298,Nina Thomas,23,False,30000,1,0,7,2,No,Yes,Yes,5,High School,Sales,Account Executive,4.3949790908581114,5.500701844435329,0
31299,Kiran Thompson,46,False,66238,2,21,3,1,Yes,No,Yes,3,Bachelor's,Sales,Sales Manager,9.280460442723026,3.844808826987359,0
31300,Aisha Wilson,31,True,31382,1,10,5,2,No,No,Yes,4,Bachelor's,Engineering,ML Engineer,9.582984747183108,1.0,0
31301,Arun Davis,41,True,37568,1,19,7,3,No,Yes,Yes,4,Bachelor's,HR,HR Manager,2.0933823259656075,3.5402627844715404,0
31302,David Johnson,36,True,39562,0,0,9,0,No,Yes,No,4,Bachelor's,R&D,Scientist,7.035158609007254,10.0,0
31303,Rohit Lewis,24,False,80488,2,0,11,2,No,Yes,Yes,3,Bachelor's,HR,HR Executive,10.0,1.8054250910921814,0
31304,Linda Davis,18,True,63146,0,0,14,2,No,Yes,No,5,Bachelor's,Sales,Sales Manager,3.1815539482698005,6.592586677347164,0
31305,Sarah Brown,25,False,55662,3,2,11,2,No,Yes,No,3,Diploma,Engineering,ML Engineer,9.212917427652622,1.0436085309707215,0
31306,Olivia Johnson,33,True,72721,1,3,12,1,No,Yes,Yes,4,Bachelor's,Finance,Analyst,5.945871960655403,1.0,0
31307,Leo Davis,21,False,39390,1,0,0,3,No,Yes,Yes,1,Master's,Engineering,Software Engineer,6.375848468777617,5.800282595571187,0
31308,Nina Williams,33,True,95759,1,0,3,0,No,Yes,Yes,4,High School,Operations,Operations Coordinator,10.0,1.0,1
31309,Leo Thompson,18,True,37272,1,0,3,2,No,Yes,Yes,3,Diploma,Support,Support Engineer,10.0,2.6680111943583276,0
31310,Aisha Sharma,44,True,83839,2,3,14,1,No,Yes,Yes,4,Diploma,Sales,Sales Manager,10.0,2.7552221929440828,0
31311,Vikram Patel,34,False,111562,0,12,6,2,No,No,Yes,3,Master's,Finance,Analyst,9.514826919044188,3.408632324986657,0
31312,John Patel,30,False,64843,2,6,12,0,No,Yes,Yes,2,Diploma,Support,Support Engineer,6.067987748007339,1.0,0
31313,David Miller,38,True,32801,3,13,7,3,No,No,Yes,5,Master's,Engineering,Software Engineer,4.765453725016106,10.0,0
31314,Priya Smith,30,False,30000,2,6,7,0,No,Yes,No,3,Bachelor's,Finance,Senior Analyst,1.0,1.0,0
31315,Luke Johnson,57,True,30000,0,28,2,1,No,Yes,Yes,4,Diploma,R&D,Researcher,3.695376306533454,4.4043334728501975,0
31316,Vikram Miller,18,False,57740,0,0,14,3,No,Yes,Yes,4,Bachelor's,Sales,Account Executive,10.0,6.105632791831384,0
31317,Sophia Patel,20,True,30000,1,0,4,0,Yes,Yes,Yes,3,Bachelor's,Engineering,DevOps Engineer,2.082596269059005,3.7823968148521523,0
31318,Luke Lewis,28,False,56204,3,4,2,2,Yes,Yes,Yes,2,Bachelor's,HR,HR Manager,7.334703470541705,2.5280157624072412,0
31319,John Lewis,46,False,39960,0,22,5,0,No,Yes,Yes,3,High School,Sales,Account Executive,7.2397008121905735,1.6921877626119421,0
31320,Priya Brown,40,False,30000,1,13,9,0,No,Yes,Yes,3,Bachelor's,R&D,Scientist,8.83289609913242,6.133005702179831,0
31321,Leo Gupta,46,False,58605,1,19,3,3,No,Yes,No,2,Bachelor's,Support,Customer Specialist,10.0,1.8721019231267615,0
31322,Luke Smith,30,True,30000,3,3,0,1,Yes,Yes,No,3,Diploma,Finance,Analyst,2.5115628457261394,1.0,0
31323,Ananya Sharma,29,True,79297,2,0,9,1,Yes,Yes,Yes,4,High School,Engineering,ML Engineer,1.0,7.856598594606926,0
31324,Sophia Davis,22,True,45413,1,0,7,0,No,Yes,No,3,Diploma,HR,HR Executive,10.0,7.820140056349314,0
31325,Daniel Sharma,39,True,91924,0,17,4,1,Yes,Yes,Yes,5,Master's,R&D,Scientist,6.597897038518252,2.1199906047850017,0
31326,Kiran Miller,40,True,142739,3,17,14,0,Yes,Yes,Yes,1,Diploma,Sales,Account Executive,10.0,8.848618286834512,0
31327,Arun Williams,28,True,60574,0,1,11,2,No,No,Yes,1,Bachelor's,R&D,Researcher,8.81751338274261,2.4033227044959524,0
31328,Leo Singh,35,False,37017,2,9,4,1,No,Yes,Yes,3,High School,HR,HR Executive,4.456887182579013,6.968216680995349,0
31329,Daniel Lewis,28,False,30000,0,1,7,3,Yes,Yes,Yes,3,Bachelor's,Sales,Sales Manager,4.074387313578275,1.0,0
31330,Linda Kumar,28,False,57087,0,0,9,2,No,Yes,Yes,3,Bachelor's,R&D,Researcher,7.008037469498431,4.0896053083672355,0
31331,Daniel Williams,65,False,92437,0,41,7,3,Yes,Yes,No,3,High School,Finance,Senior Analyst,8.589061355693785,5.2676849767199725,0
31332,Michael Thomas,25,False,30000,3,0,5,1,Yes,Yes,Yes,2,Diploma,Operations,Ops Manager,2.5049729432617722,4.420393443692426,0
31333,John Thompson,24,False,67480,1,3,14,2,No,Yes,No,5,Master's,Finance,Analyst,6.374000720195324,1.0,0
31334,Linda Wilson,48,False,35790,0,11,6,0,No,Yes,Yes,5,Bachelor's,HR,HR Executive,5.6061674988845525,3.7512308965765837,0
31335,Ananya Thompson,37,True,64060,0,12,3,1,Yes,Yes,Yes,3,High School,Engineering,DevOps Engineer,5.039769925024029,4.645246848610492,0
31336,Karen Patel,33,True,52127,1,0,5,3,No,No,No,3,Diploma,HR,HR Manager,9.36433502620315,3.7707855226668525,0
31337,Michael Johnson,30,True,100964,3,6,7,2,No,Yes,Yes,3,Bachelor's,R&D,Researcher,8.143736002982086,1.0,0
31338,Nina Walker,30,True,30000,0,2,13,3,No,Yes,No,4,Master's,Operations,Operations Coordinator,1.0,5.9407214168472215,0
31339,Kiran Williams,46,False,32591,0,15,10,3,No,Yes,Yes,3,Bachelor's,HR,HR Executive,6.061950755728515,1.0,0
31340,Olivia Iyer,29,True,58587,1,8,8,3,No,Yes,Yes,2,High School,Finance,Analyst,6.581603764536279,5.413201800152731,0
31341,Michael Gupta,35,True,30000,2,1,7,3,No,Yes,Yes,3,Master's,HR,HR Executive,6.033563325415464,2.438245124400842,0
31342,Ananya Wilson,40,True,56053,0,8,13,3,No,Yes,Yes,2,Bachelor's,Operations,Operations Coordinator,10.0,1.0,0
31343,Leo Brown,36,True,59692,1,13,6,1,No,Yes,Yes,5,Bachelor's,Support,Customer Specialist,3.24044591860111,10.0,0
31344,Vikram Walker,32,False,80229,3,9,4,2,Yes,Yes,Yes,3,Diploma,Finance,Senior Analyst,7.905696833165741,4.410918188970316,0
31345,Aisha Iyer,38,False,73176,3,3,11,0,No,Yes,Yes,4,Master's,Operations,Ops Manager,7.945877113162468,2.190500191365227,0
31346,David Williams,37,True,77149,1,5,5,1,Yes,Yes,No,3,Master's,HR,HR Executive,10.0,1.7429292144052155,0
31347,Karen Smith,51,False,74585,3,20,6,1,No,Yes,No,5,Diploma,Sales,Sales Manager,3.607914547394973,6.7242216437309725,0
31348,Rohit Williams,43,True,65598,2,11,1,2,No,No,Yes,2,Bachelor's,Sales,Account Executive,4.047986524367361,1.0,0
31349,Emily Brown,36,True,84373,0,8,3,2,No,Yes,Yes,3,High School,R&D,Researcher,4.6753219660386005,9.600971779954811,0
31350,Linda Smith,39,True,30000,2,18,3,1,No,Yes,Yes,3,Bachelor's,Support,Support Engineer,4.308182948829693,1.0,0
31351,Daniel Wilson,39,True,66140,0,18,7,3,No,Yes,Yes,3,PhD,Engineering,Software Engineer,7.39181311654727,1.0,0
31352,Leo Patel,24,True,76223,0,0,7,3,No,Yes,Yes,4,High School,HR,HR Executive,4.635345049282707,2.938643775211723,0
31353,David Lewis,22,True,83836,3,0,3,2,No,Yes,No,3,Bachelor's,Finance,Analyst,7.303443737137695,4.468996524636785,0
31354,Michael Iyer,23,True,65205,0,0,6,0,Yes,Yes,No,3,Bachelor's,Finance,Senior Analyst,10.0,3.217562306181472,0
31355,Olivia Patel,48,True,68507,2,26,5,0,No,No,No,3,Bachelor's,Operations,Ops Manager,6.793636516671031,7.905843535552418,0
31356,Nina Davis,38,False,70335,1,13,1,0,No,Yes,Yes,4,Master's,R&D,Scientist,6.947096377939441,1.0,0
31357,Kiran Williams,49,False,84995,0,6,13,2,No,Yes,Yes,2,Bachelor's,Operations,Ops Manager,8.674368906218639,1.2295572850400887,0
31358,Sarah Thompson,51,False,30000,0,19,9,0,No,Yes,No,5,Bachelor's,Engineering,DevOps Engineer,10.0,8.164265770258966,0
31359,Ananya Smith,50,False,60730,0,25,2,2,No,Yes,Yes,4,Master's,Finance,Analyst,6.12740897738985,3.556543521207429,0
31360,Emily Brown,30,False,53231,0,2,6,0,Yes,Yes,Yes,5,Diploma,Sales,Sales Manager,6.568868538831349,1.0,0
31361,Kiran Smith,48,True,30000,1,23,10,2,Yes,Yes,Yes,3,Diploma,HR,HR Manager,1.1319557713879016,1.0,0
31362,Emily Kumar,26,True,42975,1,0,4,3,No,No,No,5,Bachelor's,Engineering,ML Engineer,10.0,3.114210437340737,0
31363,Aisha Patel,23,True,30000,1,0,0,1,No,No,No,3,Diploma,R&D,Scientist,1.292000694394547,3.9930560465682556,0
31364,Sarah Taylor,49,False,54681,3,11,3,3,No,Yes,No,3,Diploma,Support,Support Engineer,2.6098185257826154,1.0964821700335285,0
31365,Arun Williams,40,True,91875,3,17,2,3,No,Yes,Yes,4,Bachelor's,HR,HR Manager,10.0,1.0,0
31366,Linda Iyer,32,True,35443,3,9,0,2,No,Yes,Yes,4,Diploma,Engineering,ML Engineer,10.0,8.954945940389383,0
31367,Kiran Anderson,33,False,104190,3,8,0,3,Yes,Yes,Yes,3,Bachelor's,Engineering,DevOps Engineer,7.39506142280129,3.788542465338433,0
31368,Aisha Miller,24,False,30000,0,3,12,2,No,No,Yes,3,Bachelor's,R&D,Scientist,1.953778449429028,10.0,0
31369,John Anderson,39,True,41347,1,0,4,0,No,Yes,Yes,3,High School,Operations,Ops Manager,4.765716953641716,1.6986104515901905,0
31370,Emily Taylor,19,False,87738,0,0,13,2,No,Yes,No,2,Bachelor's,R&D,Scientist,2.8090937738624504,9.854995692770846,0
31371,Daniel Johnson,48,True,30000,1,20,3,3,No,Yes,Yes,2,Bachelor's,Engineering,ML Engineer,5.071208340415683,3.586692898673137,0
31372,Daniel Williams,38,True,56970,1,14,12,3,No,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,6.800656091882226,2.823433295911326,0
31373,Luke Davis,34,True,117958,1,6,2,3,Yes,Yes,Yes,3,High School,Operations,Operations Coordinator,10.0,1.0,0
31374,Sophia Wilson,43,False,30000,0,9,2,0,Yes,Yes,Yes,3,Bachelor's,Operations,Operations Coordinator,1.0,1.0,0
31375,Arun Lewis,29,True,60629,1,2,3,1,Yes,Yes,Yes,4,Bachelor's,Sales,Sales Manager,7.243054391152122,5.277275643041413,0
31376,Linda Williams,19,True,47591,1,0,3,3,No,Yes,Yes,3,Bachelor's,Engineering,DevOps Engineer,6.661651038860311,8.74059470202861,0
31377,Michael Smith,19,False,73862,3,0,2,1,Yes,Yes,Yes,3,PhD,Support,Customer Specialist,6.276372033567756,3.0494518412675298,0
31378,Leo Taylor,43,True,49456,3,16,8,0,No,Yes,No,4,Bachelor's,Support,Support Engineer,5.3217610057841815,2.5897425779553034,0
31379,David Miller,32,False,48231,1,6,7,0,Yes,Yes,No,5,Bachelor's,Sales,Account Executive,3.534014214788848,7.455510077003848,0
31380,Vikram Johnson,42,True,113049,1,21,7,3,No,Yes,Yes,4,Bachelor's,Operations,Operations Coordinator,10.0,6.999981434628591,0
31381,Leo Johnson,42,False,30000,0,12,4,1,No,Yes,Yes,2,High School,HR,HR Manager,8.553313812838852,4.23950341648854,0
31382,Luke Miller,34,True,30000,0,5,5,0,No,Yes,Yes,4,Bachelor's,R&D,Scientist,7.094817939003547,6.942846648066286,0
31383,Arun Iyer,40,False,30757,0,17,13,0,Yes,Yes,Yes,3,Bachelor's,Engineering,DevOps Engineer,7.306559896962279,1.0,0
31384,Emily Sharma,30,False,30000,1,0,9,2,Yes,Yes,Yes,3,High School,Finance,Senior Analyst,2.8105885932280916,10.0,0
31385,Arun Sharma,43,False,88160,3,22,1,0,No,Yes,Yes,2,Bachelor's,Support,Support Engineer,10.0,9.440154465230822,0
31386,Aisha Gupta,45,False,112732,1,15,6,0,No,No,Yes,5,Master's,Finance,Analyst,10.0,1.95927253809079,0
31387,Luke Patel,52,True,75529,1,24,7,3,No,Yes,Yes,3,Bachelor's,Operations,Operations Coordinator,10.0,9.89099082363882,0
31388,Michael Davis,27,True,33347,3,0,3,2,No,Yes,Yes,3,Bachelor's,Engineering,Software Engineer,5.40989022013071,10.0,0
31389,Ananya Gupta,56,False,50167,2,23,6,1,Yes,Yes,Yes,3,Diploma,Support,Customer Specialist,5.269844955853286,1.620758613020005,0
31390,Leo Lewis,40,True,67236,2,12,6,2,No,Yes,No,4,Master's,Support,Support Engineer,10.0,1.0,0
31391,David Walker,32,False,71144,3,6,1,3,No,Yes,Yes,5,Diploma,HR,HR Manager,3.8301663113492914,2.9604496297783074,0
31392,Linda Iyer,47,False,68979,1,21,5,1,No,Yes,Yes,3,Master's,Finance,Senior Analyst,4.198640654481296,3.550544431452362,0
31393,Rohit Wilson,54,False,99132,1,27,14,0,No,Yes,Yes,3,High School,R&D,Scientist,10.0,4.068788811205034,0
31394,Arun Thomas,44,True,119490,0,16,9,3,Yes,Yes,Yes,4,High School,Support,Support Engineer,6.50582410476595,4.764135923264401,0
31395,John Patel,54,True,30000,0,24,9,3,Yes,Yes,Yes,3,PhD,Sales,Sales Manager,5.34834117971093,1.0,0
31396,Karen Wilson,39,True,64879,1,17,9,1,No,Yes,Yes,3,High School,Finance,Senior Analyst,10.0,6.276078834815685,0
31397,Sarah Gupta,52,True,78623,0,22,11,3,Yes,No,Yes,1,Bachelor's,Sales,Sales Manager,10.0,4.186423180262695,0
31398,David Singh,44,True,35630,3,8,11,2,No,No,No,3,Bachelor's,Finance,Analyst,7.102272841222443,2.8800833445889897,0
31399,Michael Taylor,41,True,73205,1,20,14,0,No,Yes,Yes,4,High School,Finance,Senior Analyst,10.0,1.0,0
31400,John Thompson,27,True,61710,0,6,0,0,No,No,Yes,3,Bachelor's,HR,HR Manager,10.0,4.130272389348454,0
31401,Rohit Walker,36,True,33289,3,10,13,0,No,Yes,Yes,4,Bachelor's,Sales,Sales Manager,9.278078506380583,10.0,0
31402,Emily Sharma,44,False,45935,0,9,7,2,Yes,Yes,Yes,3,Master's,Operations,Operations Coordinator,10.0,4.765666348025112,0
31403,Daniel Patel,48,True,30000,0,26,0,0,No,No,No,3,Master's,Finance,Analyst,1.5009275030759621,8.094247200319398,0
31404,Daniel Brown,40,False,65060,2,10,10,0,No,Yes,No,4,Bachelor's,Operations,Operations Coordinator,10.0,2.362213765882565,0
31405,John Gupta,43,False,34369,1,21,13,3,No,Yes,Yes,3,Bachelor's,Support,Support Engineer,6.31014652806107,6.021128752998309,0
31406,Daniel Singh,39,False,136629,1,12,10,2,Yes,No,Yes,2,Bachelor's,Engineering,ML Engineer,8.734811030944257,1.0,0
31407,Rohit Walker,38,True,95053,1,5,6,3,No,Yes,No,4,Bachelor's,R&D,Researcher,10.0,1.0,0
31408,Luke Johnson,27,True,77633,1,0,8,3,No,Yes,Yes,3,Bachelor's,Sales,Account Executive,10.0,5.407246225538261,0
31409,Kiran Singh,39,False,68163,2,14,13,2,Yes,Yes,Yes,3,High School,Sales,Account Executive,6.700909295238915,8.90561834133208,0
31410,Kiran Brown,48,False,51843,3,22,6,3,No,Yes,Yes,4,High School,Finance,Senior Analyst,8.452446210961172,1.4582075231392415,0
31411,Arun Singh,37,True,30000,0,11,14,2,No,Yes,Yes,3,Diploma,Sales,Account Executive,5.942633156317441,1.0,0
31412,Aisha Davis,26,False,31980,1,0,11,1,No,Yes,Yes,3,Bachelor's,HR,HR Manager,8.014342362283479,5.560412136701047,0
31413,Rohit Patel,18,True,86330,1,0,0,0,Yes,Yes,Yes,5,Diploma,R&D,Scientist,10.0,1.0,0
31414,Luke Thompson,26,False,33783,0,3,3,3,No,Yes,No,3,High School,HR,HR Manager,7.894347183529479,6.986734405286219,0
31415,Daniel Walker,37,False,42588,1,1,12,1,No,Yes,Yes,1,Bachelor's,HR,HR Executive,5.512932245926811,2.137664996152164,0
31416,Aisha Lewis,39,False,37097,3,11,4,1,No,Yes,No,3,Bachelor's,Engineering,Software Engineer,2.413154666968344,2.9268422033440435,0
31417,Priya Davis,18,False,47191,0,0,9,3,No,Yes,Yes,3,High School,HR,HR Executive,5.340274837726353,1.0,0
31418,Sophia Brown,18,True,50878,1,0,3,1,Yes,Yes,Yes,3,High School,Support,Customer Specialist,5.515825339873322,1.4906755321059713,0
31419,Sophia Lewis,21,True,67186,2,0,0,0,No,Yes,Yes,2,Bachelor's,Sales,Account Executive,10.0,8.523047807707323,0
31420,Olivia Wilson,44,False,35895,0,23,0,2,No,No,Yes,5,Diploma,Sales,Account Executive,9.340028522271425,1.5704530935727736,0
31421,Sophia Sharma,41,True,30000,2,7,3,0,Yes,Yes,No,4,Bachelor's,R&D,Scientist,2.3251874009520854,10.0,0
31422,Ananya Walker,21,False,70608,0,0,14,0,Yes,Yes,Yes,3,Bachelor's,R&D,Scientist,10.0,1.0,0
31423,Linda Patel,45,True,48645,3,23,1,2,No,Yes,No,3,Master's,Sales,Account Executive,3.3697099436871256,9.795140517291737,0
31424,John Brown,27,False,49159,3,0,7,3,No,Yes,Yes,2,Master's,R&D,Researcher,10.0,1.567714997483415,0
31425,Ananya Wilson,29,True,45287,0,0,2,1,No,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,4.209481915733587,5.2757629781826445,0
31426,Sophia Walker,26,False,74822,2,0,13,0,No,Yes,No,3,Master's,Support,Customer Specialist,5.679129229897838,5.4536407392936255,0
31427,Priya Gupta,34,False,71333,2,12,4,0,Yes,Yes,Yes,3,Bachelor's,Finance,Analyst,8.828374824827003,5.175549680333499,0
31428,Aisha Gupta,34,False,43552,0,8,7,0,No,No,Yes,3,Bachelor's,R&D,Researcher,7.253692975521123,7.122876748194431,0
31429,Priya Sharma,44,False,87054,3,17,4,0,Yes,Yes,Yes,4,Bachelor's,HR,HR Manager,8.940112954979083,5.676659048883131,0
31430,Linda Wilson,32,False,30000,3,8,2,2,No,No,Yes,5,Bachelor's,Operations,Operations Coordinator,1.0,1.0,0
31431,Priya Johnson,40,True,46236,0,17,10,0,Yes,No,No,3,Diploma,HR,HR Executive,6.134268825287623,5.451372620892189,0
31432,Olivia Taylor,39,False,38291,2,17,13,3,Yes,No,No,4,High School,Finance,Senior Analyst,2.479270475839389,1.4012111691716127,0
31433,Priya Iyer,25,True,30000,1,0,8,0,Yes,Yes,Yes,4,High School,Support,Customer Specialist,2.999791329368424,1.0,0
31434,Emily Anderson,27,True,30000,3,0,8,2,No,Yes,Yes,3,Master's,R&D,Scientist,1.0,1.998690720872152,0
31435,Michael Taylor,42,True,40744,0,13,7,0,No,Yes,Yes,2,Diploma,Finance,Analyst,9.007348286184422,5.493425182526933,0
31436,Linda Smith,33,False,30000,1,7,2,0,Yes,Yes,Yes,3,Bachelor's,Operations,Operations Coordinator,1.362665149117488,1.0549118670995163,0
